probe_id	orf_id	wormbase_id	gene_symbol
cea2.d.35007	R102.1	WBGene00011288	
cea2.d.35345	R10E8.2	WBGene00011208	
cea2.d.37111	T05B4.9	WBGene00020240	
cea2.d.38628	T11F9.13	WBGene00011714	
cea2.d.38758	T13C5.3	WBGene00020484	
cea2.d.40748	W01B6.4	WBGene00012171	
cea2.d.41787	Y102A5C.10	WBGene00013617	fbxa-204
cea2.d.41839	Y102A5C.8	WBGene00013615	fbxa-110
cea2.d.43015	Y23H5B.9	WBGene00021280	nspd-8
cea2.d.43106	Y32F6A.4	WBGene00012529	
cea2.d.44236	Y46B2A.2	WBGene00021577	
cea2.d.44326	Y47D7A.2	WBGene00021616	
cea2.d.45431	Y54G11A.6	WBGene00000830	ctl-1
cea2.d.46446	Y69A2AR.8	WBGene00022079	
cea2.d.47271	Y87G2A.9	WBGene00006709	ubc-14
cea2.d.47454	Y9C9A.10	WBGene00006201	str-155
cea2.d.48564	ZK218.3	WBGene00013937	
cea2.d.48962	ZK354.11	WBGene00003452	msp-59
cea2.i.00008	B0041.3	WBGene00015008	lmd-2
cea2.i.00096	B0414.1	WBGene00015175	srz-4
cea2.i.00908	C46H11.6	WBGene00016730	
cea2.i.01021	C48B6.9	WBGene00016745	
cea2.i.01777	F21A9.1	WBGene00017650	
cea2.i.01906	F25D7.5	WBGene00009114	
cea2.i.02650	F44F1.1	WBGene00009693	
cea2.i.02807	F48A9.2	WBGene00018582	
cea2.i.03539	K04G2.9	WBGene00010567	
cea2.i.03650	K07A3.3	WBGene00019461	
cea2.i.04508	T09E11.5	WBGene00011654	oac-44
cea2.i.04627	T10E9.8	WBGene00020418	
cea2.i.05401	W09C5.9	WBGene00012355	
cea2.i.05533	Y110A7A.20	WBGene00022465	ift-20
cea2.i.06399	Y51F10.3	WBGene00021764	
cea2.i.06488	Y53C10A.6	WBGene00013137	
cea2.i.07427	ZC581.2	WBGene00022632	
cea2.i.07586	ZK265.3	WBGene00013956	
cea2.i.08538	C01G6.9	WBGene00007229	
cea2.i.08655	C05D12.5	WBGene00007342	
cea2.i.09294	C17G10.7	WBGene00015919	
cea2.i.09397	C24H12.1	WBGene00016071	
cea2.i.10248	C50E10.7	WBGene00016830	sre-55
cea2.i.11032	F12A10.3	WBGene00017392	basl-2
cea2.i.11107	F13H8.6	WBGene00017439	
cea2.i.11838	F31E8.5	WBGene00017955	
cea2.i.11923	F34D6.6	WBGene00005573	sri-61
cea2.i.12516	F44G4.7	WBGene00009716	
cea2.i.12627	F45C12.8	WBGene00018439	fbxa-184
cea2.i.13295	F58E1.11	WBGene00019042	fbxc-21
cea2.i.13396	F58G1.9	WBGene00010271	
cea2.i.14155	K12H6.7	WBGene00019687	
cea2.i.14283	M195.4	WBGene00010949	
cea2.i.14902	T05A8.6	WBGene00020232	
cea2.i.14994	T05H10.8	WBGene00011512	
cea2.i.15796	T22C8.7	WBGene00011928	cutl-12
cea2.i.15911	T24F1.4	WBGene00011996	
cea2.i.16652	Y38A8.1	WBGene00003580	ndx-3
cea2.i.16750	Y38F1A.4	WBGene00012607	
cea2.i.17471	Y57A10B.2	WBGene00013274	
cea2.i.17580	Y57G7A.7	WBGene00021970	srz-64
cea2.i.18188	ZK938.3	WBGene00014160	
cea2.i.18338	B0284.4	WBGene00007134	
cea2.i.19152	C50C3.5	WBGene00016801	
cea2.i.19223	E02H9.6	WBGene00017104	
cea2.i.20175	K11H3.5	WBGene00010782	
cea2.i.20264	M04D8.7	WBGene00010865	
cea2.i.21304	W09D6.3	WBGene00006273	str-246
cea2.i.21439	Y119D3B.7	WBGene00022485	fbxa-63
cea2.i.22305	Y6D11A.1	WBGene00000202	exos-4.2
cea2.i.22433	Y71H2AM.9	WBGene00022174	
cea2.i.23071	B0496.1	WBGene00015210	
cea2.i.23153	C01B10.3	WBGene00015278	
cea2.i.23814	C28C12.4	WBGene00016180	
cea2.i.23959	C31H1.5	WBGene00016288	
cea2.i.24722	C49H3.8	WBGene00016793	arp-11
cea2.i.24829	C52D10.3	WBGene00016877	
cea2.i.25502	F22B3.5	WBGene00009036	
cea2.i.25617	F28D1.6	WBGene00009216	
cea2.i.26301	F47C12.2	WBGene00018547	clec-78
cea2.i.26386	F49E11.4	WBGene00009890	scl-9
cea2.i.27040	H32C10.1	WBGene00019255	
cea2.i.27182	K02D7.2	WBGene00019299	snai-1
cea2.i.27807	R09E10.5	WBGene00011175	
cea2.i.27938	R11E3.2	WBGene00020004	
cea2.i.28613	T26C12.2	WBGene00020832	
cea2.i.28696	T28H11.2	WBGene00005638	srm-1
cea2.i.29402	Y24D9A.5	WBGene00021283	
cea2.i.29561	Y37E11AR.1	WBGene00021368	best-20
cea2.i.30381	Y51H4A.1	WBGene00013098	
cea2.i.30454	Y54G2A.22	WBGene00021887	fbxc-45
cea2.i.31359	Y77E11A.10	WBGene00000546	clp-6
cea2.i.31432	Y9C9A.12	WBGene00021179	fbxa-86
cea2.i.32054	B0348.5	WBGene00015153	
cea2.i.32139	B0507.6	WBGene00015223	
cea2.i.32740	C06B8.1	WBGene00007367	nhr-150
cea2.i.32811	C07G3.7	WBGene00015575	srbc-35
cea2.i.33470	C16D9.7	WBGene00015862	srt-25
cea2.i.33564	C18B10.1	WBGene00015958	srbc-11
cea2.i.34170	C35A5.4	WBGene00007948	
cea2.i.34239	C36C5.7	WBGene00016476	srab-10
cea2.i.34845	C50E3.6	WBGene00016817	
cea2.i.34933	C50H11.15	WBGene00016860	cyp-33C9
cea2.i.35629	D2063.1	WBGene00017060	
cea2.i.35719	E02C12.3	WBGene00005938	srx-47
cea2.i.36265	F10G2.9	WBGene00017367	nhr-263
cea2.i.36330	F11D11.3	WBGene00008698	
cea2.i.36934	F19B2.2	WBGene00008942	srz-34
cea2.i.37041	F20A1.3	WBGene00017615	srsx-32
cea2.i.37910	F28G4.4	WBGene00009229	
cea2.i.38562	F37B4.13	WBGene00005447	srh-240
cea2.i.38631	F38E1.6	WBGene00018179	
cea2.i.39273	F46B6.8	WBGene00009773	lipl-2
cea2.i.39346	F47C10.4	WBGene00018542	nhr-187
cea2.i.39955	F55C5.9	WBGene00005241	srh-16
cea2.i.40060	F57A8.3	WBGene00006169	str-118
cea2.i.40640	H12D21.5	WBGene00010381	
cea2.i.40740	H24K24.2	WBGene00019239	
cea2.i.41294	K07C11.10	WBGene00019482	
cea2.i.41376	K07C6.7	WBGene00005955	srx-64
cea2.i.42073	M162.2	WBGene00010928	clec-258
cea2.i.42205	R03H4.2	WBGene00005893	srx-2
cea2.i.42900	R11G11.7	WBGene00004144	pqn-60
cea2.i.43042	R13D11.8	WBGene00020062	nhr-270
cea2.i.43801	T06A1.4	WBGene00020279	glb-25
cea2.i.43883	T06E4.5	WBGene00011533	
cea2.i.44545	T15B7.11	WBGene00020523	dmsr-14
cea2.i.44605	T16A9.3	WBGene00011793	
cea2.i.45280	T26E4.6	WBGene00012048	srxa-17
cea2.i.45362	T26H5.3	WBGene00005446	srh-239
cea2.i.46014	Y102A5C.2	WBGene00013611	
cea2.i.46109	Y113G7A.11	WBGene00013748	ssu-1
cea2.i.46750	Y38H6C.16	WBGene00012628	
cea2.i.46896	Y39D8B.2	WBGene00021450	mltn-6
cea2.i.47543	Y50E8A.3	WBGene00003861	oig-3
cea2.i.47636	Y51A2B.5	WBGene00013069	
cea2.i.48250	Y97E10AL.1	WBGene00022392	
cea2.i.49073	ZK262.9	WBGene00013954	
cea2.i.49171	ZK6.3	WBGene00022638	scl-27
cea2.i.49925	C05A9.2	WBGene00007317	
cea2.i.50055	C06E2.2	WBGene00015528	
cea2.i.50879	C23H4.2	WBGene00007691	
cea2.i.50977	C25F6.6	WBGene00016105	
cea2.i.51713	C45B2.3	WBGene00016660	
cea2.i.51808	C49F5.4	WBGene00008208	nhr-167
cea2.i.52542	F11C1.1	WBGene00008690	
cea2.i.52616	F13E6.3	WBGene00008747	phf-31
cea2.i.53249	F26A10.1	WBGene00017813	
cea2.i.53348	F31A3.2	WBGene00001967	hlh-28
cea2.i.54080	F47E1.3	WBGene00018567	
cea2.i.54192	F48D6.2	WBGene00005716	srv-5
cea2.i.55010	F57G12.2	WBGene00010222	
cea2.i.55167	H02F09.3	WBGene00019146	
cea2.i.55877	K11E4.1	WBGene00010773	
cea2.i.55991	M03B6.1	WBGene00010833	
cea2.i.56742	T01H10.4	WBGene00011357	
cea2.i.56844	T04F8.7	WBGene00011445	
cea2.i.57646	T24D5.1	WBGene00011989	
cea2.i.57721	T25G12.1	WBGene00020809	
cea2.i.58427	ZC506.4	WBGene00003232	mgl-1
cea2.i.58550	ZK380.1	WBGene00006551	tbx-32
cea2.i.58833	E03H4.5	WBGene00008473	
cea2.i.58847	F11F1.4	WBGene00008716	
cea2.i.58966	T07C12.5	WBGene00005619	srj-34
cea2.i.58982	T17A3.3	WBGene00020541	fbxb-81
cea2.i.59083	ZK402.5	WBGene00022731	
cea2.i.59135	C01B4.8	WBGene00015272	
cea2.i.59450	H05C05.3	WBGene00019159	
cea2.i.59736	Y55D5A.2	WBGene00021916	
cea2.i.59781	Y68A4A.7	WBGene00005332	srh-113
cea2.i.59981	Y40C7B.1	WBGene00021498	
cea2.p.00115	B0041.5	WBGene00015009	
cea2.p.00530	B0261.7	WBGene00015095	
cea2.p.02825	C30F12.2	WBGene00016261	
cea2.p.03099	C32E12.3	WBGene00016329	osr-1
cea2.p.05743	D1007.7	WBGene00017004	nrd-1
cea2.p.06023	D2030.8	WBGene00008418	
cea2.p.08064	F26A3.7	WBGene00009145	
cea2.p.08302	F27C1.6	WBGene00017855	
cea2.p.100437	Y11D7A.3	WBGene00012428	
cea2.p.100592	Y37A1A.2	WBGene00012535	
cea2.p.102112	Y54G2A.5	WBGene00021871	dml-1
cea2.p.10238	F39B2.3	WBGene00009554	
cea2.p.104146	Y73B6BL.3	WBGene00022232	exos-2
cea2.p.104377	Y73B6BL.30	WBGene00022251	blos-2
cea2.p.105729	ZK381.2	WBGene00022725	
cea2.p.10603	F45H11.3	WBGene00009744	hpo-35
cea2.p.107719	C04F5.9	WBGene00015451	
cea2.p.107913	C05E4.14	WBGene00005228	srh-2
cea2.p.109944	C27H6.1	WBGene00006777	unc-41
cea2.p.110183	C33G8.6	WBGene00003632	nhr-42
cea2.p.111849	D1086.1	WBGene00008388	
cea2.p.112005	E02A10.1	WBGene00008452	mrps-5
cea2.p.113577	F18E2.4	WBGene00008937	srt-43
cea2.p.113987	F20D6.4	WBGene00005648	srp-7
cea2.p.115636	F32D1.1	WBGene00017981	figl-1
cea2.p.115838	F33E11.2	WBGene00018010	
cea2.p.11780	F55A12.3	WBGene00004087	ppk-1
cea2.p.117944	F53F4.8	WBGene00009991	
cea2.p.119967	H19N07.4	WBGene00010408	mboa-2
cea2.p.120260	K01D12.11	WBGene00010470	cdr-4
cea2.p.121993	R04F11.3	WBGene00011016	
cea2.p.122210	R08E5.4	WBGene00019964	
cea2.p.123825	T06E4.1	WBGene00001830	hcp-2
cea2.p.124101	T07F10.4	WBGene00011590	bus-19
cea2.p.125954	T27C4.1	WBGene00020854	
cea2.p.127901	Y39B6A.1	WBGene00012664	
cea2.p.128036	Y39B6A.30	WBGene00012689	
cea2.p.129533	Y58G8A.4	WBGene00021983	npr-5
cea2.p.129716	Y60A3A.19	WBGene00013365	
cea2.p.131236	ZK6.11	WBGene00022645	
cea2.p.131502	ZK856.10	WBGene00014111	rpc-25
cea2.p.133144	C07B5.6	WBGene00007410	
cea2.p.133399	C10E2.3	WBGene00001837	hda-4
cea2.p.135507	C31E10.8	WBGene00007849	tbc-19
cea2.p.13575	K03D10.3	WBGene00010537	mys-2
cea2.p.137997	C53C11.3	WBGene00004220	ptr-5
cea2.p.138392	C55B6.2	WBGene00001025	dnj-7
cea2.p.140642	F14D12.6	WBGene00006411	octr-1
cea2.p.141098	F16B12.6	WBGene00008882	
cea2.p.143519	F36G3.1	WBGene00009482	
cea2.p.143890	F39C12.1	WBGene00018193	
cea2.p.146472	F52D2.6	WBGene00018688	
cea2.p.14662	M01B12.3	WBGene00000205	arx-7
cea2.p.148862	K02B9.1	WBGene00010492	meg-1
cea2.p.149047	K02G10.8	WBGene00001032	dnj-14
cea2.p.151216	R04A9.2	WBGene00019862	nrde-3
cea2.p.151397	R04E5.10	WBGene00002057	ifd-1
cea2.p.153722	T10B10.6	WBGene00011683	phat-6
cea2.p.156215	Y26E6A.2	WBGene00012513	
cea2.p.15640	R12E2.6	WBGene00020032	
cea2.p.158085	F40G9.9	WBGene00018245	
cea2.p.158105	K09E4.1	WBGene00010719	
cea2.p.158384	F08F8.5	WBGene00017270	numr-1
cea2.p.158398	R07C12.4	WBGene00019934	
cea2.p.17348	T20F5.7	WBGene00020629	
cea2.p.17789	T22C1.10	WBGene00004318	rbg-2
cea2.p.19499	W08E3.3	WBGene00012344	ola-1
cea2.p.19771	Y6B3B.4	WBGene00012389	
cea2.p.21561	Y47H10A.1	WBGene00000544	clp-3
cea2.p.23410	Y71F9AL.7	WBGene00022112	
cea2.p.23625	Y71G12A.2	WBGene00022138	trpp-10
cea2.p.25385	Y106G6H.12	WBGene00001112	duo-3
cea2.p.25720	Y119C1A.1	WBGene00022466	
cea2.p.28340	B0432.4	WBGene00015186	misc-1
cea2.p.28601	B0495.2	WBGene00015203	
cea2.p.30960	C18E9.2	WBGene00007683	
cea2.p.32859	C44B7.5	WBGene00016627	
cea2.p.33187	C47G2.2	WBGene00006853	unc-130
cea2.p.35522	F07H5.10	WBGene00008561	
cea2.p.37615	F26G1.1	WBGene00017837	
cea2.p.37960	F28C6.3	WBGene00000773	cpf-1
cea2.p.39954	F45E12.3	WBGene00000839	cul-4
cea2.p.40163	F48A11.4	WBGene00018585	
cea2.p.42078	K01C8.1	WBGene00010456	
cea2.p.42318	K04B12.1	WBGene00004048	plx-2
cea2.p.44249	R06A4.6	WBGene00011049	sdz-26
cea2.p.44483	R06F6.7	WBGene00011070	
cea2.p.46741	T10D4.4	WBGene00002114	ins-31
cea2.p.46961	T13H5.3	WBGene00011757	cht-2
cea2.p.48630	W05H5.3	WBGene00012285	pitr-6
cea2.p.48868	W09B6.3	WBGene00021103	eri-3
cea2.p.50647	Y48C3A.14	WBGene00012995	
cea2.p.51048	Y49F6B.2	WBGene00021715	
cea2.p.53083	ZK177.1	WBGene00022669	
cea2.p.54699	B0285.4	WBGene00007137	
cea2.p.54943	B0336.3	WBGene00015143	
cea2.p.56766	C07H6.1	WBGene00002986	lig-4
cea2.p.57023	C14B1.3	WBGene00007574	
cea2.p.58944	C34E10.3	WBGene00001660	gop-1
cea2.p.59112	C35D10.12	WBGene00016448	
cea2.p.61285	F09G8.8	WBGene00017322	clec-160
cea2.p.63517	F37A4.4	WBGene00018134	
cea2.p.66123	F56A8.4	WBGene00010140	
cea2.p.66356	F56F3.1	WBGene00004132	ifet-1
cea2.p.68328	K07E12.2	WBGene00019501	
cea2.p.68889	K10G9.2	WBGene00010756	
cea2.p.71250	R13F6.5	WBGene00020066	dhhc-5
cea2.p.71552	R74.8	WBGene00011282	
cea2.p.73626	T16H12.3	WBGene00011813	
cea2.p.74071	T19C3.7	WBGene00020565	
cea2.p.76003	Y34F4.5	WBGene00021340	
cea2.p.76164	Y39A1A.7	WBGene00012646	lron-10
cea2.p.77511	Y47D3A.25	WBGene00004284	rab-35
cea2.p.77821	Y48A6B.1	WBGene00012962	dmsr-5
cea2.p.79426	Y66D12A.7	WBGene00013433	
cea2.p.79670	Y70G10A.2	WBGene00013498	
cea2.p.81488	ZC262.4	WBGene00022581	
cea2.p.83743	AC7.1	WBGene00006428	tkr-3
cea2.p.83946	B0212.3	WBGene00015037	
cea2.p.86759	C26H9A.2	WBGene00007752	wdfy-3
cea2.p.88579	C48D1.1	WBGene00008177	
cea2.p.88784	C49C3.13	WBGene00008203	clec-198
cea2.p.90852	F20C5.6	WBGene00008971	
cea2.p.91101	F25H8.3	WBGene00001650	gon-1
cea2.p.93091	F49C12.13	WBGene00009882	vha-17
cea2.p.95138	K02D7.4	WBGene00001099	dsc-4
cea2.p.95412	K07H8.10	WBGene00019510	
cea2.p.96898	R09H10.4	WBGene00004228	ptr-14
cea2.p.97321	R13A1.2	WBGene00006504	kcc-1
cea2.p.99176	T23B5.1	WBGene00011939	prmt-3
cea2.p.99402	T26C12.4	WBGene00001548	gcy-23
cea2.3.02297	C08H9.11	WBGene00007470	chil-5
cea2.3.07260	C56E6.5	WBGene00016973	abch-1
cea2.3.07616	D2030.6	WBGene00004178	prg-1
cea2.3.09880	F14F7.2	WBGene00008809	cyp-13A11
cea2.3.12942	F34D6.1	WBGene00018021	
cea2.3.16008	F53H4.1	WBGene00000803	csb-1
cea2.3.19002	K06B4.2	WBGene00003642	nhr-52
cea2.3.21552	R09D1.6	WBGene00011162	chil-19
cea2.3.24827	T22D1.11	WBGene00020688	
cea2.3.29379	Y54G11A.13	WBGene00013220	ctl-3
cea2.3.29624	Y57A10A.16	WBGene00013259	trpp-5
cea2.3.30914	ZC504.3	WBGene00013917	
cea2.3.31227	ZK1251.8	WBGene00006664	twk-9
cea2.c.00300	C01G8.2	WBGene00000540	cln-3.2
cea2.c.01661	C55B7.2	WBGene00001627	gly-2
cea2.c.01818	D2030.1	WBGene00008411	mans-1
cea2.c.03455	F39B2.6	WBGene00004495	rps-26
cea2.c.03711	F46A9.6	WBGene00003172	mec-8
cea2.c.05254	R05D11.3	WBGene00004305	ran-4
cea2.c.05418	R12E2.2	WBGene00020031	suco-1
cea2.c.06967	Y8G1A.2	WBGene00002135	inx-13
cea2.c.07235	Y37E3.9	WBGene00004014	phb-1
cea2.c.08892	B0334.1	WBGene00007142	ttr-18
cea2.c.11116	F10C1.5	WBGene00017326	dmd-5
cea2.c.11251	F13D12.6	WBGene00008741	
cea2.c.13000	F59E10.2	WBGene00000880	cyn-4
cea2.c.13260	K02A2.5	WBGene00019290	
cea2.c.14625	VF13D12L.3	WBGene00012149	
cea2.c.14822	W03C9.5	WBGene00012221	
cea2.c.16150	B0244.2	WBGene00002048	ida-1
cea2.c.16346	B0412.4	WBGene00004498	rps-29
cea2.c.18330	F01F1.6	WBGene00000115	alh-9
cea2.c.18709	F14F7.1	WBGene00000673	col-98
cea2.c.21213	K03H1.2	WBGene00003389	mog-1
cea2.c.23120	T20H4.4	WBGene00000080	adr-2
cea2.c.23318	T27E9.3	WBGene00000407	cdk-5
cea2.c.24979	Y111B2A.25	WBGene00014613	
cea2.c.26330	C10C6.7	WBGene00007515	
cea2.c.27966	F29B9.11	WBGene00017925	
cea2.c.28457	F35H10.4	WBGene00006914	vha-5
cea2.c.30129	K08F11.3	WBGene00019543	cif-1
cea2.c.30503	M7.5	WBGene00010882	atg-7
cea2.c.31823	Y38F2AR.2	WBGene00021420	trap-3
cea2.c.31914	Y43C5A.6	WBGene00004297	rad-51
cea2.c.33021	ZK809.3	WBGene00014086	
cea2.c.33262	B0250.5	WBGene00007122	
cea2.c.34871	C54F6.13	WBGene00003731	nhx-3
cea2.c.34996	D1054.10	WBGene00008377	
cea2.c.36251	F40F9.9	WBGene00000172	aqp-4
cea2.c.36380	F45D3.5	WBGene00004759	sel-1
cea2.c.37711	R10D12.12	WBGene00011193	algn-13
cea2.c.37916	T01D3.2	WBGene00011327	hlh-34
cea2.c.39659	Y40H4A.1	WBGene00001519	gar-3
cea2.c.39822	Y49A3A.2	WBGene00013025	vha-13
cea2.c.41348	C14F11.7	WBGene00015782	
cea2.c.41627	C18A11.7	WBGene00001000	dim-1
cea2.c.44225	F23A7.1	WBGene00009067	
cea2.c.44606	F38B6.5	WBGene00000745	col-172
cea2.c.46882	K09A9.6	WBGene00010703	
cea2.c.47045	M02F4.7	WBGene00019738	clec-265
cea2.c.48544	Y34B4A.7	WBGene00021323	
cea2.c.48757	ZK54.1	WBGene00022647	slc-17.1
cea2.d.00021	B0218.8	WBGene00015052	clec-52
cea2.d.02580	F20D6.8	WBGene00017637	
cea2.d.02681	F22B3.1	WBGene00001938	his-64
cea2.d.03320	F41E6.9	WBGene00018290	vps-60
cea2.d.05343	T05H4.4	WBGene00020267	
cea2.d.05978	T25G12.5	WBGene00020812	acdh-7
cea2.d.06080	T28A8.6	WBGene00012112	
cea2.d.06581	Y37E3.13	WBGene00021353	iglr-3
cea2.d.07339	Y73B6BL.24	WBGene00022245	acp-6
cea2.f.08175	T08D2.5	WBGene00011610	
cea2.d.13689	C18G1.9	WBGene00015987	
cea2.d.15236	C32H11.5	WBGene00007868	
cea2.d.16159	C39H7.1	WBGene00016541	
cea2.d.17777	C54C6.1	WBGene00004451	rpl-37
cea2.d.19295	F08H9.1	WBGene00000592	coh-3
cea2.d.21724	F22E5.8	WBGene00017707	
cea2.d.23126	F33D11.7	WBGene00018004	
cea2.d.26088	F44F4.10	WBGene00009705	
cea2.d.27410	F52C6.12	WBGene00018669	
cea2.d.28926	F55G1.2	WBGene00001933	his-59
cea2.d.30748	H02I12.8	WBGene00010354	cyp-31A2
cea2.d.31997	K03D7.2	WBGene00005778	srw-31
cea2.d.33380	K10G4.4	WBGene00010753	
cea2.d.36614	T03E6.4	WBGene00006197	str-150
cea2.d.38371	T09F5.10	WBGene00011669	
cea2.d.39358	T20D4.18	WBGene00020623	srab-21
cea2.d.40551	T28A11.18	WBGene00020880	
cea2.d.40600	T28A11.5	WBGene00020872	
cea2.d.41508	W08E12.3	WBGene00021084	
cea2.d.41685	W09G12.3	WBGene00023163	
cea2.d.42661	Y19D10A.10	WBGene00021225	
cea2.d.42823	Y19D2B.1	WBGene00012489	
cea2.d.44082	Y45F10C.2	WBGene00012878	
cea2.d.46335	Y68A4A.3	WBGene00006235	str-199
cea2.d.47033	Y73F8A.31	WBGene00013535	gyg-3
cea2.d.48458	ZK1251.6	WBGene00003463	msp-76
cea2.i.00585	C27C7.3	WBGene00003664	nhr-74
cea2.i.00712	C34B2.1	WBGene00016386	tag-272
cea2.i.01558	F08A8.6	WBGene00006484	tag-138
cea2.i.01659	F14B6.4	WBGene00008785	
cea2.i.02326	F35E2.8	WBGene00009415	
cea2.i.02552	F37D6.4	WBGene00009510	
cea2.i.03317	F59A3.7	WBGene00019080	
cea2.i.03399	K02A11.3	WBGene00010488	
cea2.i.04285	T05E8.1	WBGene00020262	ferl-1
cea2.i.04383	T08B2.2	WBGene00000633	col-56
cea2.i.05182	W03D8.1	WBGene00020984	
cea2.i.05316	W04G5.7	WBGene00012267	
cea2.i.06026	Y47G6A.15	WBGene00021641	
cea2.i.07150	Y71G12B.16	WBGene00022154	drag-1
cea2.i.08379	B0457.4	WBGene00007179	
cea2.i.09106	C16C8.4	WBGene00015842	
cea2.i.09198	C17C3.11	WBGene00015893	
cea2.i.09923	C40A11.3	WBGene00016546	
cea2.i.10035	C46E10.1	WBGene00016707	
cea2.i.10728	F08D12.4	WBGene00017248	
cea2.i.10818	F09E5.13	WBGene00000094	agt-2
cea2.i.11623	F28A10.4	WBGene00017872	
cea2.i.11699	F29A7.5	WBGene00017915	
cea2.i.12359	F41G3.5	WBGene00018301	
cea2.i.12427	F43E2.9	WBGene00018396	
cea2.i.13091	F54D12.2	WBGene00018816	
cea2.i.13230	F57C2.1	WBGene00010193	btb-20
cea2.i.13901	K07E8.5	WBGene00019496	frpr-14
cea2.i.14060	K10G6.2	WBGene00019640	dos-2
cea2.i.14783	T01B7.8	WBGene00011313	
cea2.i.14824	T02H6.8	WBGene00020178	
cea2.i.15609	T19D12.10	WBGene00020584	
cea2.i.15696	T21B4.12	WBGene00006009	srx-118
cea2.i.16401	W10G11.5	WBGene00021138	clec-127
cea2.i.16486	Y17G7B.14	WBGene00012467	arrd-8
cea2.i.17240	Y52E8A.4	WBGene00021797	plep-1
cea2.i.18008	ZK546.15	WBGene00006619	try-1
cea2.i.18106	ZK75.3	WBGene00002086	ins-3
cea2.i.18945	C34C12.7	WBGene00007926	
cea2.i.19013	C39B5.4	WBGene00016522	fbxa-38
cea2.i.19793	F55H2.5	WBGene00010131	
cea2.i.20094	K01G5.10	WBGene00010481	
cea2.i.20989	T22F7.5	WBGene00020704	
cea2.i.21998	Y54F10AM.10	WBGene00004314	rbc-2
cea2.i.22153	Y55B1AR.3	WBGene00021907	
cea2.i.22871	ZK418.3	WBGene00022733	tmem-17
cea2.i.22954	ZK652.5	WBGene00000446	ceh-23
cea2.i.23621	C17H12.5	WBGene00015931	
cea2.i.23726	C24D10.6	WBGene00016057	
cea2.i.24462	C45G7.5	WBGene00000402	cdh-10
cea2.i.24618	C49A9.1	WBGene00016755	
cea2.i.25327	F15B10.1	WBGene00017480	nstp-2
cea2.i.25412	F18F11.4	WBGene00017577	
cea2.i.26014	F41H10.12	WBGene00018322	
cea2.i.26088	F42C5.3	WBGene00018345	
cea2.i.26868	H04M03.11	WBGene00019155	
cea2.i.26937	H20E11.2	WBGene00019214	
cea2.i.27611	M7.12	WBGene00010887	
cea2.i.27709	R05G6.1	WBGene00019896	
cea2.i.28389	T14G10.4	WBGene00011774	ttr-54
cea2.i.28509	T22D1.2	WBGene00020681	
cea2.i.29228	Y116A8C.18	WBGene00013795	nhr-229
cea2.i.29320	Y11D7A.13	WBGene00012436	flh-3
cea2.i.30207	Y43D4A.5	WBGene00012791	
cea2.i.30276	Y46C8AL.3	WBGene00021581	clec-70
cea2.i.31088	Y69E1A.7	WBGene00000171	aqp-3
cea2.i.31177	Y73B6BL.29	WBGene00022250	
cea2.i.31855	B0024.2	WBGene00000723	col-150
cea2.i.31974	B0238.1	WBGene00015067	
cea2.i.32557	C04E6.6	WBGene00001698	grd-9
cea2.i.32642	C05E4.11	WBGene00005612	srj-24
cea2.i.33282	C14A6.5	WBGene00007569	
cea2.i.33361	C14C6.4	WBGene00015758	nhr-155
cea2.i.34003	C31B8.11	WBGene00005261	srh-38
cea2.i.34092	C33G8.1	WBGene00005874	srw-127
cea2.i.34657	C49G7.11	WBGene00016789	djr-1.2
cea2.i.34762	C50B6.9	WBGene00008222	
cea2.i.35424	C55H1.1	WBGene00016959	
cea2.i.35512	D1014.7	WBGene00017020	
cea2.i.36116	F09G2.7	WBGene00005304	srh-83
cea2.i.36185	F10D2.1	WBGene00006237	str-204
cea2.i.36722	F15H10.5	WBGene00008872	
cea2.i.36857	F16H6.9	WBGene00008899	
cea2.i.37592	F25G6.5	WBGene00006435	stdh-4
cea2.i.37696	F26D2.13	WBGene00009151	
cea2.i.38360	F36D4.2	WBGene00018088	trpp-4
cea2.i.38444	F36G9.2	WBGene00005401	srh-186
cea2.i.39113	F44E7.6	WBGene00018428	fbxa-183
cea2.i.39207	F45F2.6	WBGene00018479	otpl-6
cea2.i.39750	F53F4.2	WBGene00009986	
cea2.i.39866	F54B8.4	WBGene00010019	
cea2.i.40489	F59D6.5	WBGene00005755	srw-8
cea2.i.40567	F59E11.5	WBGene00019111	
cea2.i.41145	K05D4.2	WBGene00006159	str-106
cea2.i.41217	K06B4.8	WBGene00010603	nhr-198
cea2.i.41896	K12D9.9	WBGene00005859	srw-112
cea2.i.41994	M02H5.5	WBGene00019743	nhr-203
cea2.i.42740	R10D12.11	WBGene00011192	srh-24
cea2.i.42799	R11D1.5	WBGene00006222	str-178
cea2.i.43537	T04H1.10	WBGene00005827	srw-80
cea2.i.43687	T05E12.2	WBGene00011485	srbc-14
cea2.i.44384	T10H4.2	WBGene00006153	str-96
cea2.i.44465	T11A5.3	WBGene00011702	srab-18
cea2.i.45121	T23D5.9	WBGene00006108	str-43
cea2.i.45186	T24A6.5	WBGene00020746	srbc-66
cea2.i.45818	W06G6.10	WBGene00012312	
cea2.i.45909	W07A8.4	WBGene00012320	srxa-3
cea2.i.46546	Y32G9A.6	WBGene00021304	nphp-2
cea2.i.46642	Y38A10A.3	WBGene00005236	srh-10
